CompositionName	OM	MinElectronegativityFromO	AveElectronegativityFromO	MaxElectronegativityFromO	StdDvElectronegativityFromO	SkewElectronegativityFromO	KurtoElectronegativityFromO	MinMass	AveMass	MaxMass	StdDvMass	SkewMass	KurtoMass	MinValence	AveValence	MaxValence	StdDvValence	SkewValence	KurtoValence	MinRadius06	AveRadius06	MaxRadius06	StdDvRadius06	SkewRadius06	KurtoRadius06	MinXensity	AveXensity	MaxXensity	StdDvXensity	SkewXensity	KurtoXensity	MinMolDensity	AveMolDensity	MaxMolDensity	StdDvMolDensity	SkewMolDensity	KurtoMolDensity	MinFilling	AveFilling	MaxFilling	StdDvFilling	SkewFilling	KurtoFilling	MinBulkModulus	AveBulkModulus	MaxBulkModulus	StdDvBulkModulus	SkewBulkModulus	KurtoBulkModulus	MinShearModulus	AveShearModulus	MaxShearModulus	StdDvShearModulus	SkewShearModulus	KurtoShearModulus	MinPoissonRatio	AvePoissonRatio	MaxPoissonRatio	StdDvPoissonRatio	SkewPoissonRatio	KurtoPoissonRatio	MinThermalConductivity	AveThermalConductivity	MaxThermalConductivity	StdDvThermalConductivity	SkewThermalConductivity	KurtoThermalConductivity	MinThermalExpansion	AveThermalExpansion	MaxThermalExpansion	StdDvThermalExpansion	SkewThermalExpansion	KurtoThermalExpansion	MinOuterPrincipal	AveOuterPrincipal	MaxOuterPrincipal	StdDvOuterPrincipal	SkewOuterPrincipal	KurtoOuterPrincipal	MinOuterAzimuthal	AveOuterAzimuthal	MaxOuterAzimuthal	StdDvOuterAzimuthal	SkewOuterAzimuthal	KurtoOuterAzimuthal	MinDebyeTemp	AveDebyeTemp	MaxDebyeTemp	StdDvDebyeTemp	SkewDebyeTemp	KurtoDebyeTemp	MinCoor	AveCoor	MaxCoor	StdDvCoor	SkewCoor	KurtoCoor	MinRadius	AveRadius	MaxRadius	StdDvRadius	SkewRadius	KurtoRadius	Ea	Log10A
La0.950Sr0.050Ga0.950Mg0.050O2.950	1.47500000000000008882	-2.49000000000000021316	-2.00124999999999975131	-1.62999999999999989342	0.35547283651497196821	0.06386054757464351694	1.04661291770593734007	24.30499999999999971578	101.89664824999999837019	138.90547000000000821274	36.02617819555940315013	-0.07471186922033622169	1.36968109619539224475	2.00000000000000000000	2.94999999999999973355	3.00000000000000000000	0.21794494717703366549	-4.12948320967010840121	18.05263157894734504794	0.61999999999999999556	0.83219999999999993978	1.17999999999999993783	0.20902047746572582909	0.02917287404220616706	1.09486149106032515377	1.73999999999999999112	5.83800000000000007816	6.15000000000000035527	0.85101175080018731656	-4.09456716695021505359	18.43681109500399273315	0.03013000000000000053	0.06383652500000000507	0.08476400000000000601	0.02048650966854468833	-0.01717523454440267328	1.09579905354931050887	0.05095999999999999835	0.08732122499999998844	0.12487800000000000289	0.03563072820367799848	-0.01277993493761869249	1.01300012695528396378	28.00000000000000000000	28.84999999999999786837	45.00000000000000000000	3.70506410200957247980	4.12948320967011373028	18.05263157894737346965	6.09999999999999964473	13.76666666666666394292	17.00000000000000000000	1.82921615618049537844	-3.24108056809739863979	15.15933270382277342492	0.28000000000000002665	0.28047619047619049004	0.28999999999999998002	0.00212958854999978960	4.24852915724961732735	19.05000000000009663381	13.00000000000000000000	24.82499999999999928946	160.00000000000000000000	23.11048192920260291316	4.94397617203091144233	29.29502717883501006213	0.00001200000000000000	0.00006389999999999999	0.00012000000000000000	0.00005342321592716036	0.09365006985510987425	1.01631312602985146576	3.00000000000000000000	3.97500000000000008882	5.00000000000000000000	0.98710435111998162672	0.05000338933317773765	1.02817384706977743569	0.00000100000000000000	1.45000002500000002570	2.00000000000000000000	0.54543553927116295021	-0.26345378806914793168	1.97139788945908644990	142.00000000000000000000	233.12500000000000000000	400.00000000000000000000	91.71073751202744972488	0.06770300078201074712	1.13893639367539134533	6.00000000000000000000	9.00000000000000000000	12.00000000000000000000	2.99999999999999955591	0.00000000000000002151	1.00000000000000088818	0.61999999999999999556	0.99450000000000005063	1.43999999999999994671	0.37002668822667378334	-0.00123278456661661973	1.01066922432087524797	772	5.585895626
La0.950Sr0.050Ga0.900Mg0.100O2.925	1.46249999999999991118	-2.49000000000000021316	-2.01374999999999992895	-1.62999999999999989342	0.35096073498327418072	0.14242460355619526724	1.08331127225420376092	24.30499999999999971578	100.76119824999999252668	138.90547000000000821274	37.69919461456206022376	-0.17724290209412618680	1.55081103063717251622	2.00000000000000000000	2.92499999999999982236	3.00000000000000000000	0.26339134382131845769	-3.22713718555849471414	11.41441441441440751703	0.61999999999999999556	0.83469999999999999751	1.17999999999999993783	0.20705629669246961022	0.01671912935719462728	1.10989580893234074388	1.73999999999999999112	5.73374999999999968026	6.15000000000000035527	1.06445452580183075320	-3.22411011599200980626	11.70333173765232182006	0.03013000000000000053	0.06350717500000001292	0.08476400000000000601	0.02025197610344173574	0.00483018269395679451	1.11820676908643856784	0.05095999999999999835	0.08773235000000000061	0.12487800000000000289	0.03530216285056059222	-0.02525025337010655679	1.02600014075287759852	28.00000000000000000000	29.61904761904761684832	45.00000000000000000000	4.99023990716536225420	2.75776415922296358474	8.60526315789473983386	6.09999999999999964473	13.91363636363636047122	17.00000000000000000000	1.90985374369715810161	-2.72895365796957189986	13.35473633951467142822	0.28000000000000002665	0.28090909090909094159	0.28999999999999998002	0.00287479787288033150	2.84604989415153131205	9.09999999999996234124	13.00000000000000000000	28.10000000000000142109	160.00000000000000000000	31.30079871185398587841	3.68838452115379400453	15.79200307364318511816	0.00001200000000000000	0.00006152500000000000	0.00012000000000000000	0.00005298631309121253	0.19098089025824663278	1.04828052853363362651	3.00000000000000000000	3.97500000000000008882	5.00000000000000000000	0.98710435111998173774	0.05000338933317782092	1.02817384706977721365	0.00000100000000000000	1.40000004999999982935	2.00000000000000000000	0.58309506943554878511	-0.36317247302221766780	2.27681386118594986101	142.00000000000000000000	235.12500000000000000000	400.00000000000000000000	94.41588518358550174980	0.11704675767039689205	1.22734465984847362918	6.00000000000000000000	9.00000000000000000000	12.00000000000000000000	2.99999999999999955591	-0.00000000000000001249	1.00000000000000088818	0.61999999999999999556	0.99700000000000010836	1.43999999999999994671	0.36781924908846197475	-0.00564990188902412833	1.01591516454374453104	996	7.039913552
La0.950Sr0.050Ga0.850Mg0.150O2.900	1.44999999999999995559	-2.49000000000000021316	-2.02624999999999966249	-1.62999999999999989342	0.34593848802930265984	0.22209116579859014551	1.13433026602029385366	24.30499999999999971578	99.62574824999998668318	138.90547000000000821274	39.26823831533634745483	-0.24224337890557659514	1.63389178437709903235	2.00000000000000000000	2.89999999999999991118	3.00000000000000000000	0.29999999999999998890	-2.66666666666666651864	8.11111111111111071637	0.61999999999999999556	0.83719999999999994422	1.17999999999999993783	0.20504282479521199201	0.00496214032090781191	1.12539872575037414038	1.73999999999999999112	5.62949999999999928235	6.15000000000000035527	1.23295164138744706150	-2.67015698700823467249	8.30796046461315818021	0.03013000000000000053	0.06317782500000000689	0.08476400000000000601	0.02000927412337526537	0.02606630741579308783	1.14236856545516229922	0.05095999999999999835	0.08814347499999999891	0.12487800000000000289	0.03496567694181502983	-0.03709482187464605007	1.03925729318768578224	28.00000000000000000000	30.31818181818181656695	45.00000000000000000000	5.83396297270921593281	2.11925177130407149662	5.49122807017544278807	6.09999999999999964473	14.04782608695652079689	17.00000000000000000000	1.97106670860076538254	-2.41221743457352921780	12.15009267450209229366	0.28000000000000002665	0.28130434782608698674	0.28999999999999998002	0.00336781160539773809	2.19469056285086150382	5.81666666666664333718	13.00000000000000000000	31.37500000000000000000	160.00000000000000000000	37.46911227931614263298	2.97790426137806019113	10.44272026949847642641	0.00001200000000000000	0.00005915000000000000	0.00012000000000000000	0.00005243832091133353	0.28988362464942341035	1.10022373366047809817	3.00000000000000000000	3.97500000000000008882	5.00000000000000000000	0.98710435111998173774	0.05000338933317783480	1.02817384706977721365	0.00000100000000000000	1.35000007500000007710	2.00000000000000000000	0.61441012158009677968	-0.38479689432351793510	2.33309693690171515712	142.00000000000000000000	237.12500000000000000000	400.00000000000000000000	97.00442966689716683959	0.15206942763554220921	1.28038396592833247922	6.00000000000000000000	8.99999999999999822364	12.00000000000000000000	3.00000000000000000000	0.00000000000000184575	1.00000000000000022204	0.61999999999999999556	0.99950000000000005507	1.43999999999999994671	0.36558138628765007860	-0.00972833817820261716	1.02097233443327084501	1118	7.704818403
La0.950Sr0.050Ga0.800Mg0.200O2.875	1.43750000000000000000	-2.49000000000000021316	-2.03874999999999984013	-1.62999999999999989342	0.34038351531764871050	0.30321393819556813343	1.20095929721564798065	24.30499999999999971578	98.49029824999999505053	138.90547000000000821274	40.74532258785632166109	-0.28126210166529674872	1.65821353634610613170	2.00000000000000000000	2.87500000000000000000	3.00000000000000000000	0.33071891388307383952	-2.26778683805536296347	6.14285714285714057326	0.61999999999999999556	0.83969999999999989093	1.17999999999999993783	0.20297859493059855485	-0.00601748315450957930	1.14126896813289513410	1.73999999999999999112	5.52525000000000066080	6.15000000000000035527	1.37314964133556838277	-2.27312375532765020836	6.28452517306722668877	0.03013000000000000053	0.06284847500000000087	0.08476400000000000601	0.01975810271633830426	0.04641344862451950853	1.16820583680198586407	0.05095999999999999835	0.08855459999999999721	0.12487800000000000289	0.03462103953580827898	-0.04824174828224953027	1.05266045666363750044	28.00000000000000000000	30.95652173913043725406	45.00000000000000000000	6.44358974262534367483	1.72061800402921249997	3.96052631578947256230	6.09999999999999964473	14.17083333333333250437	17.00000000000000000000	2.01772957526247553872	-2.20761587143716297987	11.31047348289951059996	0.28000000000000002665	0.28166666666666667629	0.28999999999999998002	0.00372677996249963246	1.78885438199983903829	4.20000000000001616485	13.00000000000000000000	34.65000000000000568434	160.00000000000000000000	42.50502911421188656504	2.50108284656800705648	7.59582755677209853218	0.00001200000000000000	0.00005677500000000000	0.00012000000000000000	0.00005177571221142207	0.39110899103158358603	1.17380415857982822736	3.00000000000000000000	3.97500000000000008882	5.00000000000000000000	0.98710435111998173774	0.05000338933317781398	1.02817384706977721365	0.00000100000000000000	1.30000010000000010280	2.00000000000000000000	0.64031222071743254531	-0.36567403492464689574	2.29446548947384654227	142.00000000000000000000	239.12500000000000000000	400.00000000000000000000	99.48547318578728493321	0.17590743926528945584	1.30835394128916604473	6.00000000000000000000	8.99999999999999822364	12.00000000000000000000	3.00000000000000000000	0.00000000000000180411	1.00000000000000022204	0.61999999999999999556	1.00200000000000000178	1.43999999999999994671	0.36331253763116960753	-0.01344538047352076757	1.02579623372417771954	1152	7.707858465
La0.950Sr0.050Ga0.750Mg0.250O2.850	1.42500000000000004441	-2.49000000000000021316	-2.05124999999999957367	-1.62999999999999989342	0.33426925898143849958	0.38617615991501935691	1.28488286308094079580	24.30499999999999971578	97.35484824999998920703	138.90547000000000821274	42.14011855443575171876	-0.30183847666851143510	1.64713631379018954348	2.00000000000000000000	2.84999999999999964473	3.00000000000000000000	0.35707142142714248800	-1.96039211763921095155	4.84313725490195423617	0.61999999999999999556	0.84219999999999994866	1.17999999999999993783	0.20086204220807873932	-0.01612738062698671274	1.15738251617899168266	1.73999999999999999112	5.42100000000000026290	6.15000000000000035527	1.49304186143590755798	-1.96632274602737555647	4.95056951383668142341	0.03013000000000000053	0.06251912500000000872	0.08476400000000000601	0.01949813458024574758	0.06572746847008346938	1.19560429041929894289	0.05095999999999999835	0.08896572499999999550	0.12487800000000000289	0.03426800469168543584	-0.05860889310147872344	1.06607567266772496062	28.00000000000000000000	31.54166666666666429819	45.00000000000000000000	6.90397932757301635576	1.43636969291921690051	3.06315789473684407795	6.09999999999999964473	14.28399999999999714362	17.00000000000000000000	2.05322770291071243776	-2.07214925376809633306	10.70920296389407866400	0.28000000000000002665	0.28200000000000002842	0.28999999999999998002	0.00399999999999998187	1.49999999999999089617	3.24999999999998134825	13.00000000000000000000	37.92499999999999715783	160.00000000000000000000	46.77573489534932349443	2.14744035808180022684	5.83754435749622579976	0.00001200000000000000	0.00005440000000000000	0.00012000000000000000	0.00005099401925716387	0.49549863241083469401	1.27143140013843258807	3.00000000000000000000	3.97500000000000008882	5.00000000000000000000	0.98710435111998173774	0.05000338933317782786	1.02817384706977721365	0.00000100000000000000	1.25000012499999990645	2.00000000000000000000	0.66143759153839254417	-0.32396843754072734978	2.22448811661823508956	142.00000000000000000000	241.12500000000000000000	400.00000000000000000000	101.86687084130934977111	0.19090864815729785553	1.31850622905456882350	6.00000000000000000000	9.00000000000000000000	12.00000000000000000000	3.00000000000000000000	0.00000000000000000000	1.00000000000000000000	0.61999999999999999556	1.00450000000000017053	1.43999999999999994671	0.36101211891015522193	-0.01677645827717458987	1.03033755448287100975	1173	7.635331286
La0.950Sr0.050Ga0.700Mg0.300O2.825	1.41250000000000008882	-2.49000000000000021316	-2.06374999999999975131	-1.62999999999999989342	0.32756440206469317200	0.47139770515955820018	1.38827889576338869837	24.30499999999999971578	96.21939824999999757438	138.90547000000000821274	43.46054966714439160569	-0.30905010725836334906	1.61496556763279652813	2.00000000000000000000	2.82499999999999973355	3.00000000000000000000	0.37996710383926657340	-1.71067440689539762566	3.92640692640692323678	0.61999999999999999556	0.84469999999999989537	1.17999999999999993783	0.19869149453361106827	-0.02526148424991804878	1.17358762177601927412	1.73999999999999999112	5.31674999999999986500	6.15000000000000035527	1.59720754365235828587	-1.71680361304013295864	4.01130207302821162330	0.03013000000000000053	0.06218977500000000269	0.08476400000000000601	0.01922901293421934790	0.08383431944413972936	1.22440208512344561598	0.05095999999999999835	0.08937684999999999380	0.12487800000000000289	0.03390631010634304054	-0.06810220582200575412	1.07934141362544977483	28.00000000000000000000	32.07999999999999829470	45.00000000000000000000	7.26041321138129180923	1.21756155505620289325	2.48245614035087802662	6.09999999999999964473	14.38846153846153619327	17.00000000000000000000	2.08000128015436258622	-1.98165981359733178735	10.27203927387986226449	0.28000000000000002665	0.28230769230769231504	0.28999999999999998002	0.00421325044234741215	1.27801930084539305810	2.63333333333334262960	13.00000000000000000000	41.19999999999999573674	160.00000000000000000000	50.47583580288691251781	1.86782622734144321264	4.65028509037171122742	0.00001200000000000000	0.00005202500000000000	0.00012000000000000000	0.00005008766689515494	0.60402418583379069439	1.39646515556566508387	3.00000000000000000000	3.97500000000000008882	5.00000000000000000000	0.98710435111998173774	0.05000338933317784174	1.02817384706977721365	0.00000100000000000000	1.20000014999999993215	2.00000000000000000000	0.67823273291704777588	-0.26924073552513383412	2.15122743897432000537	142.00000000000000000000	243.12500000000000000000	400.00000000000000000000	104.15545773026011033835	0.19885639359826232098	1.31601934761592054279	6.00000000000000000000	9.00000000000000000000	12.00000000000000000000	2.99999999999999955591	0.00000000000000003886	1.00000000000000088818	0.61999999999999999556	1.00700000000000011724	1.43999999999999994671	0.35867952269400604770	-0.01969496707507525229	1.03454162525187420840	1157	7.381703309
La0.900Sr0.100Ga0.950Mg0.050O2.925	1.46249999999999991118	-2.49000000000000021316	-2.00499999999999989342	-1.62999999999999989342	0.35979160635012041869	0.05105472470582822497	1.06422002437444795930	24.30499999999999971578	100.61451150000000609452	138.90547000000000821274	35.59629033594333691326	0.00094299864507814434	1.40084082656782848986	2.00000000000000000000	2.92499999999999982236	3.00000000000000000000	0.26339134382131845769	-3.22713718555849471414	11.41441441441440574067	0.61999999999999999556	0.83590000000000008740	1.17999999999999993783	0.21378023762733544544	0.06258358138428371520	1.15049930945621348144	1.73999999999999999112	5.75025000000000030553	6.15000000000000035527	0.98476770738078134304	-3.23145270956905994453	11.86309376300408224836	0.03013000000000000053	0.06348290000000000877	0.08476400000000000601	0.02093821725792336871	-0.04932470804279830146	1.14806059499040058469	0.05095999999999999835	0.08737432500000000268	0.12487800000000000289	0.03568503492809520922	-0.01251547317117051271	1.01328083289973314152	28.00000000000000000000	28.89473684210526016614	45.00000000000000000000	3.79604693058041275933	4.00693842672377353864	17.05555555555557845082	6.09999999999999964473	13.39047619047618908894	17.00000000000000000000	2.44966562575477553310	-2.34494433124407741786	7.69923984397691718584	0.28000000000000002665	0.28047619047619054555	0.28999999999999998002	0.00212958854999978960	4.24852915724953739129	19.04999999999964188646	13.00000000000000000000	25.37500000000000000000	160.00000000000000000000	23.08428848806044442199	4.89483547005292063403	28.95754025569907952331	0.00001200000000000000	0.00006417500000000000	0.00012000000000000000	0.00005318312114759720	0.09127465992798530769	1.01881333795580841795	3.00000000000000000000	3.95000000000000017764	5.00000000000000000000	0.97339611669658920867	0.10002246351975831173	1.06290683022256904344	0.00000100000000000000	1.45000002500000002570	2.00000000000000000000	0.54543553927116295021	-0.26345378806914793168	1.97139788945908644990	142.00000000000000000000	233.25000000000000000000	400.00000000000000000000	91.58977835981480097871	0.06771182869097447377	1.13963420362690404097	6.00000000000000000000	9.00000000000000000000	12.00000000000000000000	3.00000000000000000000	0.00000000000000002082	1.00000000000000000000	0.61999999999999999556	0.99650000000000005240	1.43999999999999994671	0.37220659585773063771	0.00186347087210384735	1.01504917373387115731	783	5.823889002
La0.900Sr0.100Ga0.900Mg0.100O2.900	1.44999999999999995559	-2.49000000000000021316	-2.01750000000000007105	-1.62999999999999989342	0.35520240708643852079	0.12816940491692765947	1.10022977094615703741	24.30499999999999971578	99.47906150000000025102	138.90547000000000821274	37.24953745408959093766	-0.10838087047406258501	1.57792568383662645815	2.00000000000000000000	2.90000000000000035527	3.00000000000000000000	0.29999999999999998890	-2.66666666666667051544	8.11111111111112492722	0.61999999999999999556	0.83840000000000014513	1.17999999999999993783	0.21181652437900116981	0.05130911911920103124	1.16575906281170160739	1.73999999999999999112	5.64599999999999990763	6.15000000000000035527	1.16632499758857965944	-2.69253191050458662303	8.51265137808694305477	0.03013000000000000053	0.06315355000000000274	0.08476400000000000601	0.02070317528418044381	-0.02894664490591895151	1.17040747510241427420	0.05095999999999999835	0.08778545000000001486	0.12487800000000000289	0.03535635679686893740	-0.02494570116317189681	1.02625167459687971494	28.00000000000000000000	29.69999999999999928946	45.00000000000000000000	5.10000000000000053291	2.66666666666666696273	8.11111111111111071637	6.09999999999999964473	13.55454545454545112193	17.00000000000000000000	2.50866267755393268502	-2.14520897158307111141	7.41226312583285995572	0.28000000000000002665	0.28090909090909099710	0.28999999999999998002	0.00287479787288033150	2.84604989415147269227	9.09999999999973852027	13.00000000000000000000	28.65000000000000213163	160.00000000000000000000	31.22382904129472791510	3.66597609279993452702	15.68682426725381340304	0.00001200000000000000	0.00006180000000000000	0.00012000000000000000	0.00005275661096014413	0.18879487238001846361	1.05025168516130551488	3.00000000000000000000	3.95000000000000017764	5.00000000000000000000	0.97339611669658920867	0.10002246351975829786	1.06290683022256904344	0.00000100000000000000	1.40000004999999982935	2.00000000000000000000	0.58309506943554878511	-0.36317247302221772332	2.27681386118594986101	142.00000000000000000000	235.25000000000000000000	400.00000000000000000000	94.29574486688144929758	0.11719204299926894164	1.22826901626486661989	6.00000000000000000000	9.00000000000000000000	12.00000000000000000000	3.00000000000000000000	-0.00000000000000001388	1.00000000000000000000	0.61999999999999999556	0.99900000000000011013	1.43999999999999994671	0.36999864864618092763	-0.00246586319767059777	1.02028152058761500953	993	7.13372116
La0.900Sr0.100Ga0.850Mg0.150O2.875	1.43750000000000000000	-2.49000000000000021316	-2.02999999999999980460	-1.62999999999999989342	0.35010712646274427806	0.20627700524450062747	1.15024940920968532510	24.30499999999999971578	98.34361149999999440752	138.90547000000000821274	38.79924872985910155876	-0.17864312705313159513	1.65813613933388381838	2.00000000000000000000	2.87500000000000000000	3.00000000000000000000	0.33071891388307383952	-2.26778683805536251938	6.14285714285714057326	0.61999999999999999556	0.84090000000000009184	1.17999999999999993783	0.20980464723165692664	0.04075722880425620281	1.18150707860039028141	1.73999999999999999112	5.54174999999999950973	6.15000000000000035527	1.31496176275205822748	-2.29589843639056034874	6.44900881764202527080	0.03013000000000000053	0.06282420000000001059	0.08476400000000000601	0.02046013315963510909	-0.00940040324594854787	1.19446669058367627159	0.05095999999999999835	0.08819657500000001316	0.12487800000000000289	0.03501976822516641302	-0.03675064820288235362	1.03947668570397699916	28.00000000000000000000	30.42857142857142704884	45.00000000000000000000	5.94876080390200367987	2.04124145231931564126	5.16666666666666785090	6.09999999999999964473	13.70434782608695734041	17.00000000000000000000	2.55214798890618466132	-2.01814287758463262179	7.21655528613100205604	0.28000000000000002665	0.28130434782608704225	0.28999999999999998002	0.00336781160539773852	2.19469056285081132174	5.81666666666649412321	13.00000000000000000000	31.92500000000000071054	160.00000000000000000000	37.35665101424376643990	2.96370605240927975643	10.39173963486169505188	0.00001200000000000000	0.00005942500000000000	0.00012000000000000000	0.00005221871671153936	0.28786657000479543012	1.10174296550451855659	3.00000000000000000000	3.95000000000000017764	5.00000000000000000000	0.97339611669658920867	0.10002246351975829786	1.06290683022256904344	0.00000100000000000000	1.35000007500000007710	2.00000000000000000000	0.61441012158009677968	-0.38479689432351793510	2.33309693690171515712	142.00000000000000000000	237.25000000000000000000	400.00000000000000000000	96.88491884705275936085	0.15230084096512305769	1.28140447522253020374	6.00000000000000000000	9.00000000000000000000	12.00000000000000000000	3.00000000000000000000	0.00000000000000001388	1.00000000000000000000	0.61999999999999999556	1.00150000000000005684	1.43999999999999994671	0.36776045192489092983	-0.00645810554526289517	1.02532739710518150389	1050	7.38952061
La0.900Sr0.100Ga0.800Mg0.200O2.850	1.42500000000000004441	-2.49000000000000021316	-2.04249999999999998224	-1.62999999999999989342	0.34448330873933502572	0.28570087156164714060	1.21551834248916823533	24.30499999999999971578	97.20816150000000277487	138.90547000000000821274	40.25738280184546624696	-0.22182320964814486453	1.68047325406803671477	2.00000000000000000000	2.85000000000000053291	3.00000000000000000000	0.35707142142714248800	-1.96039211763921916720	4.84313725490197466428	0.61999999999999999556	0.84340000000000003855	1.17999999999999993783	0.20774320686847982942	0.03100804421996194993	1.19765175282117541933	1.73999999999999999112	5.43750000000000088818	6.15000000000000035527	1.44090206121026831454	-1.98714440932285940633	5.07800067104360497439	0.03013000000000000053	0.06249485000000000456	0.08476400000000000601	0.02020880224376249770	0.00919102140347758528	1.22016550988200167538	0.05095999999999999835	0.08860770000000001145	0.12487800000000000289	0.03467503885520534235	-0.04785859885820888115	1.05284494292226216139	28.00000000000000000000	31.09090909090908994017	45.00000000000000000000	6.55680833463889545243	1.64991582276861170619	3.72222222222222409727	6.09999999999999964473	13.84166666666666678509	17.00000000000000000000	2.58374996640326815012	-1.93707377495910715304	7.08880734890813268834	0.28000000000000002665	0.28166666666666673180	0.28999999999999998002	0.00372677996249963246	1.78885438199979374119	4.19999999999990869526	13.00000000000000000000	35.20000000000000284217	160.00000000000000000000	42.36342762336400369350	2.49063270079543475077	7.56583614596072084879	0.00001200000000000000	0.00005705000000000000	0.00012000000000000000	0.00005156595291468975	0.38924391682394909875	1.17493619112504066315	3.00000000000000000000	3.95000000000000017764	5.00000000000000000000	0.97339611669658920867	0.10002246351975827010	1.06290683022256904344	0.00000100000000000000	1.30000010000000010280	2.00000000000000000000	0.64031222071743254531	-0.36567403492464689574	2.29446548947384654227	142.00000000000000000000	239.25000000000000000000	400.00000000000000000000	99.36643044811461322752	0.17618964814553930709	1.30939045660266084603	6.00000000000000000000	9.00000000000000000000	12.00000000000000000000	3.00000000000000000000	-0.00000000000000002776	1.00000000000000000000	0.61999999999999999556	1.00400000000000000355	1.43999999999999994671	0.36549144996839533217	-0.01009081432783714115	1.03014305796442973140	1111	7.642279998
